0,85.749,0.78857,0.22286,0.091429,0.31143,56.94,80.66,87.24,94.66,90.2,95.4,95.14,0.5,0.28,0.18,0.1,0.2,0.12,0.18,0.5,0.12,0.02,0,0,0,0
0,97.051,0.81714,0.065714,0.028571,0.3,89.88,98.12,95.14,99.84,98.2,98.64,99.54,0.16,0.04,0.08,0.02,0.08,0.06,0.02,0.16,0.04,0,0,0,0,0
0,90.303,0.78571,0.15143,0.091429,0.41429,65.78,79.34,92.36,98.2,97.38,99.06,100,0.44,0.32,0.14,0.08,0.06,0.02,0,0.44,0.16,0.02,0,0.02,0,0
0,82.894,0.61429,0.29714,0.12571,0.54,41.86,85.56,84.88,81.92,93.68,94.46,97.9,0.72,0.26,0.3,0.36,0.22,0.16,0.06,0.72,0.12,0,0.02,0.02,0,0
0,95.317,1,0.054286,0.048571,0.017143,70.68,96.54,100,100,100,100,100,0.34,0.04,0,0,0,0,0,0.34,0,0,0,0,0,0
0,79.309,0.55714,0.39429,0.10857,0.57143,65.06,59.32,72.22,82.12,87.6,91.64,97.2,0.52,0.56,0.48,0.42,0.38,0.3,0.1,0.52,0.14,0.08,0.02,0,0,0
0,92.449,0.86857,0.12571,0.062857,0.24571,77.9,80.66,95.14,98.58,96.06,99.38,99.42,0.28,0.28,0.1,0.06,0.12,0.02,0.02,0.28,0.16,0,0,0,0,0
0,94.371,1,0.065714,0.065714,0.042857,60.6,100,100,100,100,100,100,0.46,0,0,0,0,0,0,0.46,0,0,0,0,0,0
0,90.026,0.81143,0.16,0.082857,0.39429,62.88,79.96,92.22,97.24,98.4,99.48,100,0.5,0.3,0.2,0.04,0.04,0.04,0,0.5,0.06,0.02,0,0,0,0
0,89.931,0.91429,0.13714,0.091429,0.17429,62.7,79.7,90.82,97.22,99.08,100,100,0.46,0.28,0.12,0.08,0.02,0,0,0.46,0.16,0.02,0,0,0,0
1,83.589,0.69429,0.28857,0.10857,0.42857,57.06,71.82,84.68,87.12,95.36,94.22,94.86,0.56,0.52,0.3,0.24,0.1,0.16,0.14,0.56,0.16,0.02,0.02,0,0,0
1,82.171,0.69429,0.32286,0.13143,0.51143,59.14,67.76,71.32,91.58,91.72,94.66,99.02,0.62,0.5,0.52,0.22,0.18,0.14,0.08,0.62,0.22,0.06,0,0.02,0,0
1,92.094,0.90571,0.091429,0.071429,0.36857,67.12,88.34,92.32,98.3,100,98.58,100,0.36,0.14,0.1,0.02,0,0.02,0,0.36,0.1,0.04,0,0,0,0
1,93.097,0.99714,0.077143,0.071429,0.34286,69.12,85.7,100,98.46,98.4,100,100,0.34,0.16,0,0.02,0.02,0,0,0.34,0.14,0,0,0.02,0,0
1,22.069,1,1,1,0,7.7,13.24,17.58,22.62,27.38,30.48,35.48,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,83.811,0.76857,0.28,0.10857,0.35714,51.32,76.4,77.12,93.24,96.2,96,96.4,0.66,0.38,0.42,0.16,0.1,0.16,0.08,0.66,0.08,0.02,0,0,0,0
1,78.523,0.70571,0.36857,0.15714,0.44571,42.24,66.58,74.42,83.88,89.22,95.92,97.4,0.74,0.58,0.44,0.32,0.24,0.16,0.1,0.74,0.28,0.04,0.02,0.02,0,0
1,80.906,0.72571,0.32571,0.12857,0.40286,48.74,79.14,73.8,84.74,89,93.74,97.18,0.68,0.36,0.44,0.24,0.32,0.18,0.06,0.68,0.14,0.08,0,0,0,0
1,79.211,0.63429,0.35143,0.11143,0.55429,44.36,63,80.14,87.1,90.2,93.4,96.28,0.7,0.58,0.36,0.26,0.26,0.18,0.12,0.7,0.08,0,0,0,0,0
1,100,0.58857,0,0,0.57143,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,84.22,0.72286,0.25429,0.12571,0.48571,57.16,70.48,78.16,93.06,92.56,99.88,98.24,0.6,0.44,0.32,0.16,0.2,0.02,0.04,0.6,0.22,0.06,0,0,0,0
2,87.226,0.91143,0.18,0.094286,0.17714,53.4,79.84,88.94,90.98,98.64,100,98.78,0.54,0.34,0.18,0.14,0.04,0,0.02,0.54,0.12,0,0,0,0,0
2,91.329,0.89714,0.10571,0.068571,0.34286,68.1,87.16,87.5,98.24,99.58,98.72,100,0.36,0.16,0.16,0.02,0.02,0.02,0,0.36,0.08,0.02,0.02,0,0,0
2,83.591,0.74286,0.24571,0.10286,0.45143,58.24,79.4,80.76,83.66,89.08,95.96,98.04,0.5,0.3,0.26,0.24,0.18,0.16,0.08,0.5,0.12,0.04,0.04,0.02,0,0
2,82.826,0.71429,0.24857,0.13143,0.46571,46.08,76.12,79.04,85.22,96.38,98.04,98.9,0.66,0.36,0.32,0.24,0.08,0.06,0.02,0.66,0.2,0.06,0,0,0,0
2,79.703,0.71714,0.30571,0.14,0.49429,50.88,63.84,76.2,85.14,91.48,91.62,98.76,0.6,0.48,0.38,0.26,0.2,0.18,0.04,0.6,0.3,0.06,0.02,0,0,0
2,80.891,0.65714,0.32286,0.12571,0.50571,46.24,65.54,82.92,83.68,94.52,97.7,95.64,0.7,0.52,0.34,0.34,0.14,0.1,0.12,0.7,0.16,0.02,0,0,0,0
2,81.151,0.67429,0.33429,0.13714,0.50857,45.82,64.34,81.76,91.08,93.98,95.16,95.92,0.7,0.52,0.34,0.28,0.22,0.16,0.12,0.7,0.14,0.06,0.04,0.02,0,0
2,83.051,0.80857,0.26286,0.11143,0.3,54.96,72.64,76.6,87.7,95.72,95.72,98.02,0.56,0.4,0.38,0.22,0.12,0.1,0.06,0.56,0.14,0.06,0.02,0,0,0
2,83.843,0.80286,0.26571,0.11714,0.32,51.12,69.42,81.76,92.8,97.16,96.9,97.74,0.64,0.52,0.3,0.16,0.08,0.1,0.06,0.64,0.14,0.04,0,0,0,0
3,85.369,0.82857,0.18857,0.11714,0.44286,51,71.68,87.52,95.74,93.22,100,98.42,0.56,0.36,0.16,0.08,0.12,0,0.04,0.56,0.22,0.02,0,0.02,0,0
3,89.94,0.96,0.11429,0.1,0.30571,62.34,76.86,94.84,100,95.54,100,100,0.42,0.26,0.06,0,0.06,0,0,0.42,0.22,0.04,0,0.02,0,0
3,86.051,0.83714,0.19143,0.12,0.41143,51.4,84.2,88.88,86.22,94.72,98.88,98.06,0.58,0.22,0.18,0.2,0.08,0.02,0.06,0.58,0.14,0.04,0.06,0.02,0,0
3,88.38,0.87714,0.14286,0.10571,0.37714,63.84,74.3,89.52,95.58,98.92,97.5,99,0.42,0.3,0.14,0.06,0.02,0.04,0.02,0.42,0.24,0.06,0.02,0,0,0
3,89.354,0.93714,0.12286,0.10286,0.33429,55.22,86.34,91.04,95.48,98.48,100,98.92,0.5,0.16,0.1,0.06,0.02,0,0.02,0.5,0.14,0.08,0,0,0,0
3,91.08,0.91143,0.10571,0.08,0.36857,64.02,84.6,91.6,98.98,100,98.36,100,0.42,0.18,0.1,0.02,0,0.02,0,0.42,0.12,0.02,0,0,0,0
3,89.134,0.86,0.13714,0.085714,0.38,65.52,75.68,90.9,95.84,96,100,100,0.4,0.3,0.14,0.06,0.06,0,0,0.4,0.2,0,0,0,0,0
3,91.963,0.97143,0.088571,0.08,0.24857,66.76,82.12,94.86,100,100,100,100,0.36,0.2,0.06,0,0,0,0,0.36,0.18,0.02,0,0,0,0
3,82.151,0.7,0.29429,0.12571,0.47143,54.18,67.38,82.66,90.38,91.68,92.58,96.2,0.58,0.5,0.28,0.2,0.24,0.18,0.08,0.58,0.2,0.08,0.02,0,0,0
3,89.106,0.90857,0.12571,0.091429,0.34286,57.78,82.96,91.74,94.28,98.24,100,98.74,0.46,0.2,0.1,0.08,0.02,0,0.02,0.46,0.1,0.04,0.02,0.02,0,0
